,type,data,currentView,userId,date,item,sessionId
10452,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""karel_pickup_stone""></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""185""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""265""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""345""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:38,Challenge,Prolific Jan2021
21656,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""karel_pickup_stone""></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""185""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""265""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""345""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:38,Challenge,Prolific Jan2021
3434,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""karel_pickup_stone""></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""185""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""265""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""345""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:38,Challenge,Prolific Jan2021
13722,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_pickup_stone""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""256""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""336""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""416""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:40,Challenge,Prolific Jan2021
2657,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_pickup_stone""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""256""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""336""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""416""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:40,Challenge,Prolific Jan2021
14089,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_pickup_stone""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""256""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""336""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""416""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:40,Challenge,Prolific Jan2021
11196,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_pickup_stone""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""256""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""336""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""416""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:40,Challenge,Prolific Jan2021
5756,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_pickup_stone""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""256""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""336""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""416""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:40,Challenge,Prolific Jan2021
20023,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_pickup_stone""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""256""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""336""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""416""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:40,Challenge,Prolific Jan2021
6177,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_pickup_stone""></block></next></block></statement></block><block type=""karel_pickup_stone"" x=""51"" y=""187""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""256""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""336""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""416""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:41,Challenge,Prolific Jan2021
3522,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""237""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""317""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""397""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:41,Challenge,Prolific Jan2021
17120,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""237""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""317""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""397""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:41,Challenge,Prolific Jan2021
19167,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""237""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""317""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""397""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:41,Challenge,Prolific Jan2021
1394,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""237""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""317""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""397""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:41,Challenge,Prolific Jan2021
17508,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""karel_move""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""262""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""342""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""422""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:49,Challenge,Prolific Jan2021
19170,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""karel_move""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""262""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""342""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""422""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:49,Challenge,Prolific Jan2021
14714,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""karel_move""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""262""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""342""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""422""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:49,Challenge,Prolific Jan2021
12808,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""karel_move""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""262""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""342""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""422""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:49,Challenge,Prolific Jan2021
20930,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""333""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""413""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""493""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:51,Challenge,Prolific Jan2021
22369,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""333""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""413""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""493""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:51,Challenge,Prolific Jan2021
20303,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""333""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""413""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""493""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:51,Challenge,Prolific Jan2021
24391,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""333""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""413""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""493""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:51,Challenge,Prolific Jan2021
24774,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""333""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""413""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""493""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:51,Challenge,Prolific Jan2021
17742,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""333""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""413""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""493""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:51,Challenge,Prolific Jan2021
15939,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""karel_move"" x=""58"" y=""261""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""333""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""413""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""493""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:52,Challenge,Prolific Jan2021
10688,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><statement name=""DO""><block type=""karel_move""></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""314""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""394""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""474""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:52,Challenge,Prolific Jan2021
20517,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><statement name=""DO""><block type=""karel_move""></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""314""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""394""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""474""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:52,Challenge,Prolific Jan2021
17878,UPDATE_CODE_move,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">forward</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_pickup_stone""></block></statement><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><statement name=""DO""><block type=""karel_move""></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""314""><field name=""NAME"">turnleft</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""394""><field name=""NAME"">back</field></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""474""><field name=""NAME"">turnright</field></block></xml>",Checker,5e4c214a69cc03000caf6259,20:06:52,Challenge,Prolific Jan2021
